Epoch,Loss (Accumulated Per Epoch)
1869,6.851937
1870,6.88444
1871,6.877717
1872,6.813792
1873,6.812021
1874,6.872672
1875,6.734627
1876,6.826657
1877,6.823267
1878,6.747395
1879,6.801007
1880,6.741142
1881,6.767002
1882,6.708651
1883,6.760557
1884,6.704843
1885,6.778307
1886,6.702432
1887,6.710013
1888,6.7281
1889,6.705547
1890,6.686705
1891,6.629712
1892,6.704779
1893,6.630474
1894,6.655936
1895,6.59634
1896,6.605508
1897,6.635347
1898,6.560668
1899,6.631524
1900,6.508706
1901,6.581796
1902,6.531982
1903,6.579071
1904,6.565218
1905,6.464796
1906,6.54884
1907,6.544221
1908,6.419845
1909,6.511051
1910,6.522412
1911,6.43303
1912,6.491098
1913,6.436588
1914,6.461559
1915,6.388709
1916,6.46312
1917,6.45411
1918,6.382459
1919,6.389033
1920,6.349041
1921,6.440705
1922,6.33147
1923,6.385176
1924,6.371591
1925,6.308805
1926,6.372292
1927,6.302506
1928,6.370271
1929,6.302439
1930,6.321218
1931,6.328846
1932,6.302036
1933,6.302228
1934,6.250653
1935,6.28064
1936,6.258245
1937,6.214643
1938,6.24477
1939,6.213314
1940,6.265616
1941,6.146452
1942,6.221956
1943,6.15389
1944,6.227404
1945,6.146436
1946,6.139723
1947,6.200607
1948,6.168768
1949,6.0992
1950,6.186224
1951,6.110231
1952,6.073774
1953,6.145431
1954,6.105936
1955,6.112714
1956,6.044095
1957,6.080336
1958,6.038385
1959,6.07732
1960,6.078768
1961,6.004705
1962,6.046879
1963,6.037206
1964,5.976105
1965,6.029295
1966,6.031323
1967,5.916469
1968,5.998359
1969,5.935098
1970,6.009857
1971,5.897174
1972,5.957771
1973,5.919549
1974,5.968891
1975,5.951102
1976,5.875884
1977,5.897929
1978,5.934479
1979,5.902668
1980,5.897187
1981,5.805316
1982,5.898627
1983,5.825187
1984,5.883827
1985,5.874419
1986,5.769862
1987,5.856182
1988,5.784703
1989,5.851791
1990,5.778761
1991,5.819828
1992,5.791639
1993,5.736733
1994,5.798519
1995,5.791903
1996,5.731432
1997,5.771858
1998,5.716565
1999,5.783345
